month,ts_code,factor_score
2024-01,000403.SZ,0.5973503968876241
2024-01,600999.SH,0.5953140160315323
2024-01,601816.SH,0.5936558161937457
2024-01,688728.SH,0.5929791794482311
2024-01,601818.SH,0.5929060948596696
2024-01,601163.SH,0.5908791376231864
2024-01,600667.SH,0.5896985569660713
2024-01,688981.SH,0.5891691834255897
2024-01,601158.SH,0.5807060326568694
2024-01,601881.SH,0.5807040074234029
2024-01,601166.SH,0.5806157727655329
2024-01,600887.SH,0.5780294924388114
2024-01,601878.SH,0.5765237669948884
2024-01,001289.SZ,0.5754273756647403
2024-01,600126.SH,0.5745523188258498
2024-01,000625.SZ,0.5701302102229989
