date,IC
2018-12-18,-0.024010802943054108
2018-12-19,-0.006176175867061966
2018-12-20,0.02171311647865418
2018-12-21,0.02965674929950802
2018-12-24,0.015348334654308099
2018-12-25,-0.037798940013621336
2018-12-26,0.011782544624613547
2018-12-27,0.04411237270624227
2018-12-28,0.1186375026380904
2019-01-02,0.1844551439140874
2019-01-03,0.2654636319760206
2019-01-04,0.23168784970162584
2019-01-07,0.2380404707675083
2019-01-08,0.1997592080422847
2019-01-09,0.1754463013441674
2019-01-10,0.1893085882857292
2019-01-11,0.16371568304352063
2019-01-14,0.12374422491908701
2019-01-15,0.06253822371852759
2019-01-16,0.00498558478686511
2019-01-17,-0.00296059178160079
2019-01-18,-0.019774245292753043
2019-01-21,-0.05463651063878316
2019-01-22,-0.09865102122417155
2019-01-23,-0.11459077433460838
2019-01-24,-0.11551594484733525
2019-01-25,-0.12831241782789377
2019-01-28,-0.15750591049144047
2019-01-29,-0.21519257204061662
2019-01-30,-0.24984370010848025
2019-01-31,-0.27025664686960876
2019-02-01,-0.19630989437122642
2019-02-11,-0.1951413515007673
2019-02-12,-0.1327494145909815
2019-02-13,-0.1399042606501377
2019-02-14,-0.12440551158342628
2019-02-15,-0.13440673813375942
2019-02-18,-0.11583412817877412
2019-02-19,-0.0880519736209216
2019-02-20,-0.07124017932455454
2019-02-21,-0.07634327819216599
2019-02-22,-0.05577182473714949
2019-02-25,-0.004647042724030738
2019-02-26,0.06061597798028967
2019-02-27,0.08451441448884227
2019-02-28,0.08189628379398615
2019-03-01,0.07533924673069992
2019-03-04,0.05722160965866869
2019-03-05,0.05595859359271386
2019-03-06,0.10547933329426981
2019-03-07,0.13077557034917364
2019-03-08,0.0474121915322443
2019-03-11,0.04988772230771767
2019-03-12,0.045915811749019986
2019-03-13,0.033984765381175064
2019-03-14,0.02328437390910129
2019-03-15,0.018134553341434465
2019-03-18,0.004554936212101448
2019-03-19,-0.009678852764799963
2019-03-20,0.013401680897089248
2019-03-21,0.01572962407586608
2019-03-22,0.047106755904138764
2019-03-25,0.05126513940118269
2019-03-26,0.020167999274578245
2019-03-27,0.05626894666042461
2019-03-28,0.05276117364118123
2019-03-29,0.0671146909845048
2019-04-01,0.06577372453483474
2019-04-02,0.07438949543533235
2019-04-03,0.058663172942080045
2019-04-04,0.03475683814998225
2019-04-08,0.021229035423084776
2019-04-09,0.0895245000430584
2019-04-10,0.11215852709519347
2019-04-11,0.13241932095708658
2019-04-12,0.11674492324948199
2019-04-15,0.1240345772663431
2019-04-16,0.1408574452024014
2019-04-17,0.1608597413747647
2019-04-18,0.1613133350143212
2019-04-19,0.1692234407931228
2019-04-22,0.14226327489632942
2019-04-23,0.1258858835238611
2019-04-24,0.14382527705840104
2019-04-25,0.1478250568401344
2019-04-26,0.13589993878967502
2019-04-29,0.12032503365028155
2019-04-30,0.11351654414260301
2019-05-06,0.12079629766078225
2019-05-07,0.11866896775572146
2019-05-08,0.14502601801458878
2019-05-09,0.13830716339841198
2019-05-10,0.0707519536154841
2019-05-13,0.0907184101235105
2019-05-14,0.050991950191537815
2019-05-15,0.02984913935284326
2019-05-16,0.05361856129162809
2019-05-17,0.057251082961479745
2019-05-20,0.08790876972151956
2019-05-21,0.07357689966766845
2019-05-22,0.0905039621382967
2019-05-23,0.06839794888362935
2019-05-24,0.0599969865421552
2019-05-27,0.037743970098262455
2019-05-28,0.010731898285249406
2019-05-29,0.03862183695664822
2019-05-30,0.05670329921448401
2019-05-31,0.08293191863253327
2019-06-03,0.04828372380979854
2019-06-04,0.04182721597356283
2019-06-05,0.04623759796682315
2019-06-06,0.05582603749783443
2019-06-10,0.08978989969204733
2019-06-11,0.056550006214305976
2019-06-12,0.08313298750208503
2019-06-13,0.08894654904662015
2019-06-14,0.0998688324527314
2019-06-17,0.14709562856534622
2019-06-18,0.1277800161724586
2019-06-19,0.12475145703466928
2019-06-20,0.09305434514352773
2019-06-21,0.12673576217308322
2019-06-24,0.11192946203447499
2019-06-25,0.11932901878420735
2019-06-26,0.13914237712717797
2019-06-27,0.1331154676645476
2019-06-28,0.12041540296249291
2019-07-01,0.1318882171857761
2019-07-02,0.125149777214298
